principio_ativo;nome_comercial;APRESENTAÇÃO
VALSARTANA;ARTEROX;160 MG COM REV CT BL AL AL X 14
VALSARTANA;ARTEROX;160 MG COM REV CT BL AL AL X 28
VALSARTANA;ARTEROX;160 MG COM REV CT BL AL AL X 56
VALSARTANA;ARTEROX;320 MG COM REV CT BL AL AL X 14
VALSARTANA;ARTEROX;320 MG COM REV CT BL AL AL X 28
VALSARTANA;BRASART;80MG COM REV CT BL AL AL X 30
VALSARTANA;BRASART;160MG COM REV CT BL AL AL X 30
VALSARTANA;BRASART;160MG COM REV CT BL AL AL X 60
VALSARTANA;BRASART;320 MG COM REV. CT BL AL/AL X 30
VALSARTANA;BRASART BCC;320 MG + 10 MG COM REV CT BL AL AL X 30
VALSARTANA;VALSARTANA;80 MG COM REV CT STR AL X 30
VALSARTANA;VALSARTANA;160 MG COM REV CT STR AL X 30
VALSARTANA;VALSARTANA;320 MG COM REV CT STR AL X 30
VALSARTANA;VALSARTANA;80 MG COM REV CT BL AL PLAS TRANS X 30
VALSARTANA;VALSARTANA;160 MG COM REV CT BL AL PLAS TRANS X 30
VALSARTANA;VALSARTANA;320 MG COM REV CT BL AL PLAS TRANS X 30
VALSARTANA;NEOSARTAN;80 MG COM REV CT BL AL PLAS TRANS X 30
VALSARTANA;NEOSARTAN;160 MG COM REV CT BL AL PLAS TRANS X 30
VALSARTANA;NEOSARTAN;320 MG COM REV CT BL AL PLAS INC X 30
"VALSARTANA;BESILATO DE ANLODIPINO";VALSARTANA + ANLODIPINO;(160.00+5.00) MG COM REV CT BL AL AL X 28
"VALSARTANA;BESILATO DE ANLODIPINO";DIOVAN AMLO FIX;(320.00+10.00) MG COM REV CT BL AL AL X 28
"VALSARTANA;BESILATO DE ANLODIPINO";DIOVAN AMLO FIX;(160.00+5.00) MG COM REV CT BL AL AL X 14 
"VALSARTANA;BESILATO DE ANLODIPINO";DIOVAN AMLO FIX;(160.00+5.00) MG COM REV CT BL AL AL X 28
"VALSARTANA;BESILATO DE ANLODIPINO";DIOVAN AMLO FIX;(320.00+5.00) MG COM REV CT BL AL AL X 14
"VALSARTANA;BESILATO DE ANLODIPINO";DIOVAN AMLO FIX;(320.00+5.00) MG COM REV CT BL AL AL X 28
"VALSARTANA;BESILATO DE ANLODIPINO";DIOVAN AMLO FIX;(160.00+10.00) MG COM REV CT BL AL AL X 28
"VALSARTANA;BESILATO DE ANLODIPINO";DIOVAN AMLO FIX;(80.00+5.00) MG COM REV CT BL AL AL X 28
"VALSARTANA;BESILATO DE ANLODIPINO";VALSARTANA + ANLODIPINO;(80.0+5.0) MG COM REV CT BL AL AL X 30
"VALSARTANA;BESILATO DE ANLODIPINO";VALSARTANA + ANLODIPINO;(160.0+5.0) MG COM REV CT BL AL AL X 30
"VALSARTANA;BESILATO DE ANLODIPINO";VALSARTANA + ANLODIPINO;(160.0+10.0) MG COM REV CT BL AL AL X 30
"VALSARTANA;BESILATO DE ANLODIPINO";VALSARTANA + ANLODIPINO;(320.0+5.0) MG COM REV CT BL AL AL X 30
"VALSARTANA;BESILATO DE ANLODIPINO";VALSARTANA + ANLODIPINO;(320.0+10.0) MG COM REV CT BL AL AL X 30
"VALSARTANA;BESILATO DE ANLODIPINO";BRAVAN DUO;(80.0+5.0) MG COM REV CT BL AL AL X 10
"VALSARTANA;BESILATO DE ANLODIPINO";BRAVAN DUO;(80.0+5.0) MG COM REV CT BL AL AL X 30
"VALSARTANA;BESILATO DE ANLODIPINO";BRAVAN DUO;(160.0+5.0) MG COM REV CT BL AL AL X 10
"VALSARTANA;BESILATO DE ANLODIPINO";BRAVAN DUO;(160.0+5.0) MG COM REV CT BL AL AL X 30
"VALSARTANA;BESILATO DE ANLODIPINO";BRAVAN DUO;(160.0+10.0) MG COM REV CT BL AL AL X 10
"VALSARTANA;BESILATO DE ANLODIPINO";BRAVAN DUO;(160.0+10.0) MG COM REV CT BL AL AL X 30
"VALSARTANA;BESILATO DE ANLODIPINO";BRAVAN DUO;(320.0+5.0) MG COM REV CT BL AL AL X 10
"VALSARTANA;BESILATO DE ANLODIPINO";BRAVAN DUO;(320.0+5.0) MG COM REV CT BL AL AL X 30
"VALSARTANA;BESILATO DE ANLODIPINO";BRAVAN DUO;(320.0+10.0) MG COM REV CT BL AL AL X 10
"VALSARTANA;BESILATO DE ANLODIPINO";BRAVAN DUO;(320.0+10.0) MG COM REV CT BL AL AL X 30
"VALSARTANA;BESILATO DE ANLODIPINO";COSARTAN ALP;80 MG + 5 MG COM REV CT BL AL AL X 30
"VALSARTANA;BESILATO DE ANLODIPINO";COSARTAN ALP;160 MG + 5 MG COM REV CT BL AL AL X 30
"VALSARTANA;BESILATO DE ANLODIPINO";COSARTAN ALP;160 MG + 5 MG COM REV CT BL AL AL X 60
"VALSARTANA;BESILATO DE ANLODIPINO";COSARTAN ALP;160 MG + 10 MG COM REV CT BL AL AL X 30
"VALSARTANA;BESILATO DE ANLODIPINO";COSARTAN ALP;320 MG + 5 MG COM REV CT BL AL AL X 30
"VALSARTANA;BESILATO DE ANLODIPINO";BRASART BCC;160 MG + 5 MG COM REV CT BL AL AL X 30
"VALSARTANA;BESILATO DE ANLODIPINO";BRASART BCC;160 MG + 5 MG COM REV CT BL AL AL X 60
"VALSARTANA;BESILATO DE ANLODIPINO";BRASART BCC;160 MG + 5 MG COM REV CT BL AL AL X 90
"VALSARTANA;BESILATO DE ANLODIPINO";BRASART BCC;320 MG + 5 MG COM REV CT BL AL AL X 10
"VALSARTANA;BESILATO DE ANLODIPINO";BRASART BCC;320 MG + 5 MG COM REV CT BL AL AL X 30
"VALSARTANA;BESILATO DE ANLODIPINO";BRASART BCC;320 MG + 5 MG COM REV CT BL AL AL X 60
"VALSARTANA;HIDROCLOROTIAZIDA";DIOVAN HCT;(80.00+12.50) MG COM REV CT BL AL AL X 28
"VALSARTANA;HIDROCLOROTIAZIDA";DIOVAN HCT;(160.00+12.50) MG COM REV CT BL AL AL X 14
"VALSARTANA;HIDROCLOROTIAZIDA";DIOVAN HCT;(160.00+12.50) MG COM REV CT BL AL AL X 28
"VALSARTANA;HIDROCLOROTIAZIDA";DIOVAN HCT;(160.00+25.00) MG COM REV CT BL AL AL X 28
"VALSARTANA;HIDROCLOROTIAZIDA";DIOVAN HCT;(320.00+12.50) MG COM REV CT BL AL AL X 14  
"VALSARTANA;HIDROCLOROTIAZIDA";DIOVAN HCT;(320.00+12.50) MG COM REV CT BL AL AL X 28  
"VALSARTANA;HIDROCLOROTIAZIDA";DIOVAN HCT;(320.00+25.00) MG COM REV CT BL AL AL X 28  
"VALSARTANA;HIDROCLOROTIAZIDA";VALSARTANA+HIDROCLOROTIAZIDA;80 MG + 12.5 MG COM REV CT BL AL AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";VALSARTANA+HIDROCLOROTIAZIDA;320 MG + 25 MG COM REV CT BL AL AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";VALSARTANA+HIDROCLOROTIAZIDA;160 MG + 25 MG COM REV CT BL AL AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";VALSARTANA+HIDROCLOROTIAZIDA;160 MG + 12.5 MG COM REV CT BL AL AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";VALSARTANA+HIDROCLOROTIAZIDA;320 MG + 12.5 MG COM REV CT BL AL AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";VALSARTANA + HIDROCLOROTIAZIDA;80 + 12.5 COM REV CT BL AL/AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";VALSARTANA + HIDROCLOROTIAZIDA;160 + 12.5 COM REV CT BL AL/AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";VALSARTANA + HIDROCLOROTIAZIDA;160 MG + 25 MG COM REV CT BL AL/AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";VALSARTANA + HIDROCLOROTIAZIDA;320 + 12.5 COM REV CT BL AL/AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";VALSARTANA + HIDROCLOROTIAZIDA;320 + 25 COM REV CT BL AL/AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";BRAVAN HCT;80 MG + 12.5 MG COM REV CT BL AL/AL X 10
"VALSARTANA;HIDROCLOROTIAZIDA";BRAVAN HCT;80 MG + 12.5 MG COM REV CT BL AL/AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";BRAVAN HCT;160 MG + 12.5 MG COM REV CT BL AL/AL X 10
"VALSARTANA;HIDROCLOROTIAZIDA";BRAVAN HCT;160 MG + 12.5 MG COM REV CT BL AL/AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";BRAVAN HCT;160 MG + 25 MG COM REV CT BL AL/AL X 10
"VALSARTANA;HIDROCLOROTIAZIDA";BRAVAN HCT;160 MG + 25 MG COM REV CT BL AL/AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";VALSARTANA+HIDROCLOROTIAZIDA;80 MG + 12.5 MG COM REV CT BL AL/AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";VALSARTANA+HIDROCLOROTIAZIDA;160 MG + 12.5 MG COM REV CT BL AL/AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";VALSARTANA+HIDROCLOROTIAZIDA;160 MG + 25 MG COM REV CT BL AL/AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";COSARTAN HCT;80 MG + 12.5 MG COM REV CT BL AL AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";COSARTAN HCT;160 MG + 12.5 MG COM REV CT BL AL AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";COSARTAN HCT;160 MG + 25 MG COM REV CT BL AL AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";VALSARTANA + HIDROCLOROTIAZIDA;80 MG + 12.5 MG COM REV CT BL AL AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";VALSARTANA + HIDROCLOROTIAZIDA;320 MG + 25 MG COM REV CT BL AL AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";VALSARTANA + HIDROCLOROTIAZIDA;160 MG + 25 MG COM REV CT BL AL AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";VALSARTANA + HIDROCLOROTIAZIDA;160 MG + 12.5 MG COM REV CT BL AL AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";VALSARTANA + HIDROCLOROTIAZIDA;320 MG + 12.5 MG COM REV CT BL AL AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";VALSARTANA+HIDROCLOROTIAZIDA;80 + 12.5 MG COM REV CT BL AL AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";VALSARTANA+HIDROCLOROTIAZIDA;160 + 12.5 MG COM REV CT BL AL AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";VALSARTANA+HIDROCLOROTIAZIDA;160 + 25 MG COM REV CT BL AL AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";VALSARTANA + HIDROCLOROTIAZIDA;80 MG + 12.5 MG COM REV CT BL AL AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";VALSARTANA + HIDROCLOROTIAZIDA;320 MG + 25 MG COM REV CT BL AL AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";VALSARTANA + HIDROCLOROTIAZIDA;160 MG + 12.5 MG COM REV CT BL AL AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";VALSARTANA + HIDROCLOROTIAZIDA;320 MG + 12.5 MG COM REV CT BL AL AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";ARACOR HCT;80 MG + 12.5 MG COM REV CT BL AL AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";ARACOR HCT;320 MG + 25 MG COM REV CT BL AL AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";ARACOR HCT;160 MG + 25 MG COM REV CT BL AL AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";ARACOR HCT;160 MG + 12.5 MG COM REV CT BL AL AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";ARACOR HCT;320 MG + 12.5 MG COM REV CT BL AL AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";BRASART HCT;80 MG + 12.5 MG COM REV CT BL AL AL X 15 
"VALSARTANA;HIDROCLOROTIAZIDA";BRASART HCT;80 MG + 12.5 MG COM REV CT BL AL AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";BRASART HCT;80 MG + 12.5 MG COM REV CT BL AL AL X 60
"VALSARTANA;HIDROCLOROTIAZIDA";BRASART HCT;320 MG + 25 MG COM REV CT BL AL AL X 15 
"VALSARTANA;HIDROCLOROTIAZIDA";BRASART HCT;320 MG + 25 MG COM REV CT BL AL AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";BRASART HCT;320 MG + 25 MG COM REV CT BL AL AL X 60
"VALSARTANA;HIDROCLOROTIAZIDA";BRASART HCT;160 MG + 25 MG COM REV CT BL AL AL X 15 
"VALSARTANA;HIDROCLOROTIAZIDA";BRASART HCT;160 MG + 25 MG COM REV CT BL AL AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";BRASART HCT;160 MG + 25 MG COM REV CT BL AL AL X 60
"VALSARTANA;HIDROCLOROTIAZIDA";BRASART HCT;160 MG + 12.5 MG COM REV CT BL AL AL X 15 
"VALSARTANA;HIDROCLOROTIAZIDA";BRASART HCT;160 MG + 12.5 MG COM REV CT BL AL AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";BRASART HCT;160 MG + 12.5 MG COM REV CT BL AL AL X 60
"VALSARTANA;HIDROCLOROTIAZIDA";BRASART HCT;160 MG + 12.5 MG COM REV CT BL AL AL X 90
"VALSARTANA;HIDROCLOROTIAZIDA";BRASART HCT;320 MG + 12.5 MG COM REV CT BL AL AL X 15
"VALSARTANA;HIDROCLOROTIAZIDA";BRASART HCT;320 MG + 12.5 MG COM REV CT BL AL AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";BRASART HCT;320 MG + 12.5 MG COM REV CT BL AL AL X 60
"VALSARTANA;HIDROCLOROTIAZIDA";VALSARTANA + HIDROCLOROTIAZIDA;320 MG + 25 MG COM REV CT BL AL AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";VALSARTANA + HIDROCLOROTIAZIDA;160 MG + 25 MG COM REV CT BL AL AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA";VALSARTANA + HIDROCLOROTIAZIDA;160 MG + 12.5 MG COM REV CT BL AL AL X 30
"VALSARTANA;HIDROCLOROTIAZIDA;BESILATO DE ANLODIPINO";VALSARTANA+HIDROCLOROTIAZIDA+BESILATO DE ANLODIPINO;(160.00+12.50+5.00) MG COM REV CT BL AL AL X 28
"VALSARTANA;HIDROCLOROTIAZIDA;BESILATO DE ANLODIPINO";VALSARTANA+HIDROCLOROTIAZIDA+BESILATO DE ANLODIPINO;(160.00+25.00+5.00) MG COM REV CT BL AL AL X 28
"VALSARTANA;HIDROCLOROTIAZIDA;BESILATO DE ANLODIPINO";VALSARTANA+HIDROCLOROTIAZIDA+BESILATO DE ANLODIPINO;(320.00+25.00+10.00) MG COM REV CT BL AL AL X 28
"VALSARTANA;HIDROCLOROTIAZIDA;BESILATO DE ANLODIPINO";EXFORGE HCT;(160.00+12.50+5.00) MG COM REV CT BL AL AL X 14
"VALSARTANA;HIDROCLOROTIAZIDA;BESILATO DE ANLODIPINO";EXFORGE HCT;(160.00+12.50+5.00) MG COM REV CT BL AL AL X 28
"VALSARTANA;HIDROCLOROTIAZIDA;BESILATO DE ANLODIPINO";EXFORGE HCT;(160.00+12.50+10.00) MG COM REV CT BL AL AL X 28
"VALSARTANA;HIDROCLOROTIAZIDA;BESILATO DE ANLODIPINO";EXFORGE HCT;(160.00+25.00+5.00) MG COM REV CT BL AL AL X 28
"VALSARTANA;HIDROCLOROTIAZIDA;BESILATO DE ANLODIPINO";EXFORGE HCT;(160.00+25.00+10.00) MG COM REV CT BL AL AL X 28
"VALSARTANA;HIDROCLOROTIAZIDA;BESILATO DE ANLODIPINO";EXFORGE HCT;(320.00+25.00+10.00) MG COM REV CT BL AL AL X 14
"VALSARTANA;HIDROCLOROTIAZIDA;BESILATO DE ANLODIPINO";EXFORGE HCT;(320.00+25.00+10.00) MG COM REV CT BL AL AL X 28
"VALSARTANA;SACUBITRIL";ENTRESTO;50 MG COM REV CT BL AL AL X 28
"VALSARTANA;SACUBITRIL";ENTRESTO;200 MG COM REV CT BL AL AL X 28
"VALSARTANA;SACUBITRIL";ENTRESTO;200 MG COM REV CT BL AL AL X 60
"VALSARTANA;SACUBITRIL";ENTRESTO;100 MG COM REV CT BL AL AL X 28
"VALSARTANA;SACUBITRIL";ENTRESTO;100 MG COM REV CT BL AL AL X 60
VANDETANIBE;CAPRELSA;100 MG COM REV CT BL AL PLAS TRANS X 30
VANDETANIBE;CAPRELSA;300 MG COM REV CT BL AL PLAS TRANS X 30
VANDETANIBE;CAPRELSA;100 MG COM REV CT BL AL PLAS TRANS X 30
VANDETANIBE;CAPRELSA;300 MG COM REV CT BL AL PLAS TRANS X 30
VARFARINA SÓDICA;VARFARINA SÓDICA;5 MG COM CT BL AL PLAST  PVDC  250/40 OPC BRANCO X 30
VARFARINA SÓDICA;MARFARIN;5 MG COM CT BL AL PLAS PVDC 250/120 OPC BRANCO X 50
VARFARINA SÓDICA;MAREVAN;5 MG COM CT BL AL PLAS TRANS X 10
VARFARINA SÓDICA;MAREVAN;5 MG COM CT BL AL PLAS TRANS X 30
VARFARINA SÓDICA;MAREVAN;7.5 MG COM CT BL AL PLAS TRANS X 30
VARFARINA SÓDICA;MAREVAN;2.5 MG COM CT BL AL PLAS TRANS X 60
VARFARINA SÓDICA;MAREVAN;5 MG COM CT BL AL PLAS PVC  TRANS X 150
VARFARINA SÓDICA;VARFARINA SÓDICA;5 MG COM CT STR AL X 30
VARFARINA SÓDICA;VARFARINA SÓDICA;5 MG COM CT BL AL AL X 30
VASOPRESSINA SINTETICA;ENCRISE;20 U/ML SOL INJ CT 10 AMP VD TRANS X 1 ML 
VEDOLIZUMABE;ENTYVIO;300 MG PO LIOF INJ CT 1 FA VD TRANS
VEDOLIZUMABE;ENTYVIO;108 MG SOL INJ CT 1 SER PREENC VD TRANS X 0.68 ML
VEDOLIZUMABE;ENTYVIO;108 MG SOL INJ CT 2 SER PREENC VD TRANS X 0.68 ML
VEDOLIZUMABE;ENTYVIO;108 MG SOL INJ CT 6 SER PREENC VD TRANS X 0.68 ML
VEDOLIZUMABE;ENTYVIO;108 MG SOL INJ CT 1 SER PREENC VD TRANS X 0.68 ML + 1 CAN APLIC
VEDOLIZUMABE;ENTYVIO;108 MG SOL INJ CT 2 SER PREENC VD TRANS X 0.68 ML + 2 CAN APLIC
VEDOLIZUMABE;ENTYVIO;108 MG SOL INJ CT 6 SER PREENC VD TRANS X 0.68 ML + 6 CAN APLIC
VEMURAFENIBE;ZELBORAF;240 MG COM REV CT BL AL AL X 56
VENETOCLAX;VENCLEXTA;10 MG COM REV CT BL AL PLAS TRANS X 14
VENETOCLAX;VENCLEXTA;100 MG COM REV CT FR PLAS OPC X 120
VENETOCLAX;VENCLEXTA;100 MG COM REV CX BL AL PLAS TRANS X 14 + 100 MG COM REV CX BL AL PLAS TRANS X 7 + 10 MG COM REV CX BL AL PLAS TRANS X 14 + 50 MG COM REV CX BL AL PLAS TRANS X 7
VENETOCLAX;VENCLEXTA;50 MG COM REV CT BL AL PLAS TRANS X 7
VIGABATRINA;SABRIL;500 MG COM REV CT BL AL PLAS AZUL X 60
VILDAGLIPTINA;GALVUS;50 MG COM CT BL AL/AL X 14
VILDAGLIPTINA;GALVUS;50 MG COM CT BL AL/AL X 28
VILDAGLIPTINA;GALVUS;50 MG COM CT BL AL/AL X 56
VILDAGLIPTINA;VILDAGLIPTINA;50 MG COM CT BL AL AL X 7
VILDAGLIPTINA;VILDAGLIPTINA;50 MG COM CT BL AL AL X 10
VILDAGLIPTINA;VILDAGLIPTINA;50 MG COM CT BL AL AL X 14
VILDAGLIPTINA;VILDAGLIPTINA;50 MG COM CT BL AL AL X 15
VILDAGLIPTINA;VILDAGLIPTINA;50 MG COM CT BL AL AL X 30
VILDAGLIPTINA;VILDAGLIPTINA;50 MG COM CT BL AL AL X 60
VILDAGLIPTINA;VILDAGLIPTINA;50 MG COM CT BL AL AL X 90
VILDAGLIPTINA;VILDAGLIPTINA;50 MG COM CT BL AL AL X 120
VILDAGLIPTINA;VILDAGLIPTINA;50 MG COM CT BL AL AL X 60
VILDAGLIPTINA;VILDAGLIPTINA;50 MG COM CT BL AL AL X 30
VILDAGLIPTINA;VILDAGLIPTINA;50 MG COM CT BL AL AL X 60
VILDAGLIPTINA;VILDAGLIPTINA;50 MG COM CT BL AL AL X 14
VILDAGLIPTINA;VILDAGLIPTINA;50 MG COM CT BL AL AL X 28
VILDAGLIPTINA;VILDAGLIPTINA;50 MG COM CT BL AL AL X 56
VILDAGLIPTINA;GLYTCO;50 MG COM CT BL AL AL X 14
VILDAGLIPTINA;GLYTCO;50 MG COM CT BL AL AL X 28
VILDAGLIPTINA;GLYTCO;50 MG COM CT BL AL AL X 56
"VILDAGLIPTINA;CLORIDRATO DE METFORMINA";GALVUS MET;50 MG + 500 MG COM REV CT BL AL/AL X 56
"VILDAGLIPTINA;CLORIDRATO DE METFORMINA";GALVUS MET;50 MG + 850 MG COM REV CT BL AL/AL X 14
"VILDAGLIPTINA;CLORIDRATO DE METFORMINA";GALVUS MET;50 MG + 850 MG COM REV CT BL AL/AL X 56
"VILDAGLIPTINA;CLORIDRATO DE METFORMINA";GALVUS MET;50 MG + 1000 MG COM REV CT BL AL/AL X 14
"VILDAGLIPTINA;CLORIDRATO DE METFORMINA";GALVUS MET;50 MG + 1000 MG COM REV CT BL AL/AL X 56
VIMPOCETINA;VICOG;5 MG COM CT BL AL PLAS TRANS X 10 
VIMPOCETINA;VICOG;5 MG COM CT  BL AL PLAS TRANS X 30 
VIMPOCETINA;VICOG;5 MG COM CT  BL AL PLAS TRANS X 90 
VINFLUNINA;JAVLOR;25 MG/ML SOL DIL INFUS CT FA VD TRANS X 2 ML 
VINFLUNINA;JAVLOR;25 MG/ML SOL DIL INFUS CT FA VD TRANS X 10 ML 
VINORELBINA;NORELBIN;10 MG/ML SOL INJ CT FA VD TRANS X 5 ML
VIRUS DA VARICELA;VARIVAX;1350 UFP PO LIOF SOL INJ CT  FA VD INC + FA VD INC DIL X 0.7 ML
VIRUS DA VARICELA;VARIVAX;1350 UFP PO LIOF SOL INJ CT 10 FA VD INC + 10 FA VD INC DIL X 0.7 ML
VIRUS DA VARICELA;VARIVAX;1350 UFP PO LIOF SOL INJ CT 10 FA VD INC + CT 10 FA VD INC DIL X 0.7 ML
VIRUS DA VARICELA;VACINA VARICELA (ATENUADA);1350 UFP PO LIOF SOL INJ CT  FA VD INC + FA VD INC DIL X 0.7 ML
VIRUS DA VARICELA;VACINA VARICELA (ATENUADA);1350 UFP PO LIOF SOL INJ CT 10 FA VD INC + CT 10 FA VD INC DIL X 0.7 ML
VISMODEGIBE;ERIVEDGE;150 MG CAP DURA CT FR PLAS OPC X 28
"VITAMINA B1;NICOTINAMIDA;VITAMINA B2;VITAMINA B6;PANTOTENATO DE CÁLCIO";B-VIT;(3+3+3+10+25)MG COM REV CT FR VD AMB X 50
"VITAMINA B1;NICOTINAMIDA;VITAMINA B2;VITAMINA B6;PANTOTENATO DE CÁLCIO";B-VIT;(3+3+3+10+25)MG/ML SOL OR CT FR VD AMB X 30 ML
"VITAMINA D;COLECALCIFEROL";SOF D;7000 UI CAP GEL MOLE CT BL AL PLAS TRANS X 15
VITAMINA E;BIO E;400 MG CAP GEL MOLE CT BL AL PLAS TRANS X 30
VITELINATO DE PRATA;ARGIROL OCULUM;10 PCC SOL OFT CT FR PLAS OPC GOT X 5 ML
VITEX AGNUS-CASTUS L.;TENAG;40 MG COM REV CT  BL AL PLAS PVC TRANS X 10
VITEX AGNUS-CASTUS L.;TENAG;40 MG COM REV CT BL AL PLAS PVC TRANS X 20
VOLANESORSENA SÓDICA;WAYLIVRA;200 MG/ML SOL INJ SC CT SER PREENC VD TRANS X 1.5 ML
VOLANESORSENA SÓDICA;WAYLIVRA;200 MG/ML SOL INJ SC CT ENVOL 4 SER PREENC VD TRANS X 1.5 ML
VORETIGENO NEPARVOVEQUE;LUXTURNA;5X10E12GV/ML SOL FR PLAS TRANS X 0.5ML + 2 SOL DIL FR PLAS TRANS X 1.7 ML
VORICONAZOL;VEAC;200 MG COM REV CT BL AL PLAS TRANS X 14
VORICONAZOL;VEAC;200 MG PO LIOF SOL INJ CT FA VD TRANS
VORICONAZOL;VORICONAZOL;200MG COM REV CT BL AL PLAS TRANS X 14
VORICONAZOL;VELENAXOL;200 MG PO LIOF SOL INJ CT FA VD TRANS
VORICONAZOL;VORICONAZOL;200 MG PÓ LIOF SOL INFUS IV CT FA VD TRANS
VORICONAZOL;VORICONAZOL;200 MG COM REV CT BL AL PLAS TRANS X 2
VORICONAZOL;VORICONAZOL;200 MG COM REV CT BL AL PLAS TRANS X 10
VORICONAZOL;VORICONAZOL;200 MG COM REV CT BL AL PLAS TRANS X 14
VORICONAZOL;VORICONAZOL;200 MG COM REV CT BL AL PLAS TRANS X 30
VORICONAZOL;VORI;200 MG COM REV CT BL AL PLAS TRANS X 2
VORICONAZOL;VORI;200 MG COM REV CT BL AL PLAS TRANS X 10
VORICONAZOL;VORI;200 MG COM REV CT BL AL PLAS TRANS X 14
VORICONAZOL;VORI;200 MG COM REV CT BL AL PLAS TRANS X 30
VORICONAZOL;VORICONAZOL;200 MG PO LIOF SOL INJ INFUS IV CT 1 FA VD TRANS
VORICONAZOL;VORICONAZOL;200 MG PO LIOF SOL INJ INFUS IV CX 10 FA VD TRANS
VORICONAZOL;VORICONAZOL;200 MG PO LIOF SOL INJ INFUS IV CX 14 FA VD TRANS
VORICONAZOL;VORICONAZOL;200 MG PO LIOF SOL INJ INFUS IV CX 28 FA VD TRANS
VORICONAZOL;VORI INJ;200 MG PO LIOF SOL INJ INFUS IV CT 1 FA VD TRANS
VORICONAZOL;VORI INJ;200 MG PO LIOF SOL INJ INFUS IV CX 10 FA VD TRANS
VORICONAZOL;VORI INJ;200 MG PO LIOF SOL INJ INFUS IV CX 14 FA VD TRANS
VORICONAZOL;VORI INJ;200 MG PO LIOF SOL INJ INFUS IV CX 28 FA VD TRANS
VORICONAZOL;VORICONAZOL;200 MG PO LIOF SOL INJ IV CT FA VD TRANS
VORICONAZOL;MICEND;200 MG PO LIOF SOL INJ IV CT FA VD TRANS
VORICONAZOL;VORICONAZOL;200 MG COM REV CT BL AL PLAS TRANS X 10
VORICONAZOL;VORICONAZOL;200 MG PO LIOF SOL INJ INFUS IV CT 1 FA VD  TRANS
VORICONAZOL;VORICONAZOL;200 MG COM REV CT BL AL PLAS TRANS X 14
VORICONAZOL;VFEND;200 MG PO LIOF SOL INJ CT 1 FA VD TRANS
VORICONAZOL;VFEND;50 MG COM REV CT BL AL PLAS TRANS X  14
VORICONAZOL;VFEND;200 MG COM REV CT BL AL PLAS TRANS X 14
VORICONAZOL;VORICONAZOL;200 MG PÓ LIOF SOL INFUS IV CT FA VD TRANS
VORICONAZOL;VORICONAZOL;50 MG COM REV CT BL AL PLAS TRANS X 14
VORICONAZOL;VORICONAZOL;200 MG COM REV CT BL AL PLAS TRANS X 14
VORICONAZOL;VZOM;200 MG PO LIOF SOL INJ IV CT FA VD TRANS
VORICONAZOL;VZOM;200 MG PO LIOF SOL INJ IV CT 10 FA VD TRANS
VORICONAZOL;VZOM;200 MG PO LIOF SOL INJ IV CT 14 FA VD TRANS
VORICONAZOL;VZOM;200 MG PO LIOF SOL INJ IV CT 28 FA VD TRANS
